Datetime,Slots
2021-01-22 01:08:40,6
2021-01-22 02:26:40,5
2021-01-22 06:49:40,6
2021-01-22 06:54:40,5
2021-01-22 10:04:40,6
2021-01-22 14:25:40,5
2021-01-22 18:52:40,4
2021-01-22 23:20:40,5
2021-01-23 00:35:40,6
2021-01-23 02:13:40,5
2021-01-23 04:48:40,6
2021-01-23 08:41:40,5
2021-01-23 12:25:40,6
2021-01-23 14:44:40,5
2021-01-23 16:14:40,6
2021-01-23 17:34:40,5
2021-01-23 21:44:40,6
2021-01-23 23:24:40,5
2021-01-23 23:37:40,4
2021-01-24 03:15:40,5
2021-01-24 04:11:40,6
2021-01-24 04:48:40,5
2021-01-24 07:43:40,6
2021-01-24 09:22:40,5
2021-01-24 13:54:40,6
2021-01-24 18:22:40,5
2021-01-24 23:15:40,6
2021-01-25 03:45:40,5
2021-01-25 07:20:40,6
2021-01-25 10:38:40,5
2021-01-25 13:49:40,6
2021-01-25 18:35:40,5
2021-01-25 22:26:40,6
2021-01-26 00:52:40,5
2021-01-26 02:25:40,4
2021-01-26 03:19:40,3
2021-01-26 03:59:40,2
2021-01-26 06:45:40,1
2021-01-26 06:51:40,2
2021-01-26 06:57:40,1
2021-01-26 07:10:40,2
2021-01-26 10:12:40,3
2021-01-26 10:26:40,2
2021-01-26 12:43:40,3
2021-01-26 13:03:40,2
2021-01-26 13:30:40,3
2021-01-26 17:03:40,4
2021-01-26 20:17:40,5
2021-01-26 23:06:40,6
2021-01-26 23:38:40,5
2021-01-27 03:42:40,6
2021-01-27 03:59:40,5
2021-01-27 08:36:40,6
2021-01-27 12:53:40,5
2021-01-27 15:22:40,4
2021-01-27 20:22:40,3
2021-01-28 00:45:40,2
2021-01-28 02:18:40,3
2021-01-28 06:48:40,4
2021-01-28 10:46:40,5
2021-01-28 11:52:40,4
2021-01-28 13:53:40,3
2021-01-28 15:56:40,2
2021-01-28 16:41:40,1
2021-01-28 19:57:40,0
2021-01-28 21:58:40,1
2021-01-28 23:09:40,2
2021-01-29 02:27:40,1
2021-01-29 05:31:40,0
2021-01-29 07:16:40,1
2021-01-29 11:13:40,0
2021-01-29 14:04:40,1
2021-01-29 15:58:40,0
2021-01-29 16:50:40,1
2021-01-29 21:00:40,0
2021-01-30 00:19:40,1
2021-01-30 00:40:40,2
2021-01-30 01:39:40,3
2021-01-30 05:09:40,4
2021-01-30 06:31:40,3
2021-01-30 09:12:40,2
2021-01-30 13:34:40,1
2021-01-30 16:05:40,0
2021-01-30 18:21:40,1
2021-01-30 18:58:40,0
2021-01-30 22:26:40,1
2021-01-31 01:12:40,2
2021-01-31 01:59:40,1
2021-01-31 06:14:40,2
2021-01-31 11:04:40,3
2021-01-31 15:18:40,2
2021-01-31 15:51:40,3
2021-01-31 19:37:40,4
2021-01-31 19:43:40,3
2021-01-31 20:33:40,4
2021-02-01 01:23:40,3
2021-02-01 05:47:40,2
2021-02-01 08:22:40,1
2021-02-01 09:34:40,0
2021-02-01 14:01:40,1
2021-02-01 16:02:40,0
2021-02-01 19:06:40,1
2021-02-01 22:44:40,0
2021-02-01 23:43:40,1
2021-02-02 03:47:40,2
2021-02-02 05:49:40,1
2021-02-02 10:43:40,2
2021-02-02 13:57:40,3
2021-02-02 16:21:40,4
2021-02-02 21:12:40,5
2021-02-02 22:10:40,6
2021-02-03 00:32:40,5
2021-02-03 03:59:40,4
2021-02-03 08:27:40,3
2021-02-03 11:05:40,2
2021-02-03 12:31:40,1
2021-02-03 12:58:40,0
2021-02-03 14:22:40,1
2021-02-03 15:42:40,0
2021-02-03 19:49:40,1
2021-02-03 22:27:40,0
2021-02-04 02:52:40,1
2021-02-04 04:52:40,0
2021-02-04 06:23:40,1
2021-02-04 09:33:40,0
2021-02-04 10:02:40,1
2021-02-04 13:46:40,2
2021-02-04 18:05:40,1
2021-02-04 22:53:40,2
2021-02-04 23:36:40,1
2021-02-05 00:48:40,0
2021-02-05 01:01:40,1
2021-02-05 06:01:40,0
2021-02-05 07:13:40,1
2021-02-05 10:14:40,2
2021-02-05 14:25:40,1
2021-02-05 15:20:40,2
2021-02-05 17:17:40,3
2021-02-05 21:19:40,2
2021-02-06 00:18:40,3
2021-02-06 04:11:40,2
2021-02-06 04:20:40,3
2021-02-06 06:14:40,4
2021-02-06 07:56:40,3
2021-02-06 12:20:40,4
2021-02-06 16:50:40,3
2021-02-06 20:41:40,4
2021-02-07 01:35:40,5
2021-02-07 02:52:40,6
2021-02-07 07:38:40,5
2021-02-07 11:47:40,6
2021-02-07 16:18:40,5
2021-02-07 21:15:40,6
2021-02-07 22:27:40,5
2021-02-08 02:39:40,4
2021-02-08 04:49:40,5
2021-02-08 09:07:40,6
2021-02-08 11:40:40,5
2021-02-08 15:55:40,6
2021-02-08 20:04:40,5
2021-02-08 23:14:40,6
2021-02-09 02:09:40,5
2021-02-09 06:55:40,6
2021-02-09 11:14:40,5
2021-02-09 15:51:40,6
2021-02-09 17:22:40,5
2021-02-09 19:48:40,6
2021-02-09 23:03:40,5
2021-02-10 01:27:40,6
2021-02-10 04:23:40,5
2021-02-10 05:13:40,4
2021-02-10 06:56:40,3
2021-02-10 09:07:40,4
2021-02-10 09:17:40,5
2021-02-10 13:42:40,6
2021-02-10 17:12:40,5
2021-02-10 21:23:40,4
2021-02-11 01:34:40,3
2021-02-11 03:26:40,4
2021-02-11 08:12:40,3
2021-02-11 08:35:40,4
2021-02-11 10:08:40,5
2021-02-11 14:12:40,4
2021-02-11 17:08:40,5
2021-02-11 21:33:40,6
2021-02-12 00:09:40,5
2021-02-12 04:21:40,6
2021-02-12 07:02:40,5
2021-02-12 10:27:40,4
2021-02-12 14:25:40,3
2021-02-12 15:31:40,2
2021-02-12 17:51:40,3
2021-02-12 21:43:40,2
2021-02-13 00:41:40,3
2021-02-13 02:41:40,4
2021-02-13 03:42:40,3
2021-02-13 04:01:40,2
2021-02-13 05:46:40,1
2021-02-13 09:33:40,0
2021-02-13 11:30:40,1
2021-02-13 12:08:40,2
2021-02-13 13:24:40,3
2021-02-13 17:16:40,2
2021-02-13 19:16:40,1
2021-02-13 23:00:40,0
2021-02-14 00:23:40,1
2021-02-14 02:11:40,0
2021-02-14 05:24:40,1
2021-02-14 05:52:40,0
2021-02-14 06:32:40,1
2021-02-14 10:07:40,0
2021-02-14 10:10:40,1
2021-02-14 13:26:40,0
2021-02-14 17:12:40,1
2021-02-14 20:25:40,0
2021-02-15 00:21:40,1
2021-02-15 04:25:40,2
2021-02-15 08:38:40,1
2021-02-15 10:45:40,2
2021-02-15 14:49:40,1
2021-02-15 14:54:40,2
2021-02-15 19:51:40,1
2021-02-15 20:03:40,2
2021-02-15 22:14:40,3
2021-02-16 00:01:40,2
2021-02-16 03:13:40,1
2021-02-16 04:57:40,0
2021-02-16 07:20:40,1
2021-02-16 11:22:40,2
2021-02-16 11:47:40,3
2021-02-16 14:23:40,2
2021-02-16 17:58:40,1
2021-02-16 20:41:40,0
2021-02-17 01:21:40,1
2021-02-17 03:14:40,2
2021-02-17 07:26:40,1
2021-02-17 12:13:40,0
2021-02-17 14:01:40,1
2021-02-17 18:58:40,2
2021-02-17 23:13:40,1
2021-02-18 03:00:40,0
2021-02-18 06:57:40,1
2021-02-18 09:16:40,0
2021-02-18 09:38:40,1
2021-02-18 11:08:40,0
2021-02-18 11:44:40,1
2021-02-18 14:38:40,2
2021-02-18 17:36:40,3
2021-02-18 19:30:40,4
2021-02-18 20:27:40,3
2021-02-18 23:43:40,2
2021-02-19 03:05:40,1
2021-02-19 05:39:40,0
2021-02-19 10:16:40,1
2021-02-19 13:44:40,0
2021-02-19 18:14:40,1
2021-02-19 21:43:40,0
2021-02-19 23:21:40,1
2021-02-20 02:44:40,0
2021-02-20 07:12:40,1
2021-02-20 08:44:40,2
2021-02-20 12:12:40,3
2021-02-20 14:04:40,4
2021-02-20 18:15:40,3
2021-02-20 18:42:40,4
2021-02-20 19:59:40,3
2021-02-20 23:41:40,4
2021-02-21 04:07:40,3
2021-02-21 04:37:40,2
2021-02-21 05:17:40,1
2021-02-21 07:45:40,0
2021-02-21 09:05:40,1
2021-02-21 09:19:40,0
2021-02-21 13:32:40,1
2021-02-21 14:52:40,2
2021-02-21 16:33:40,3
2021-02-21 21:15:40,4
2021-02-22 00:56:40,5
2021-02-22 01:49:40,4
2021-02-22 06:32:40,5
2021-02-22 11:15:40,6
2021-02-22 15:38:40,5
2021-02-22 16:16:40,6
2021-02-22 18:38:40,5
2021-02-22 23:37:40,4
2021-02-23 02:44:40,3
2021-02-23 02:52:40,4
2021-02-23 04:11:40,5
2021-02-23 08:50:40,6
2021-02-23 12:08:40,5
2021-02-23 15:58:40,6
2021-02-23 19:43:40,5
2021-02-23 20:03:40,6
2021-02-23 21:14:40,5
2021-02-23 21:53:40,4
2021-02-24 01:13:40,5
2021-02-24 02:45:40,6
2021-02-24 06:18:40,5
2021-02-24 06:39:40,4
2021-02-24 11:17:40,5
2021-02-24 12:14:40,6
2021-02-24 15:26:40,5
2021-02-24 19:52:40,6
2021-02-24 21:40:40,5
2021-02-24 23:01:40,4
2021-02-25 00:35:40,3
2021-02-25 02:37:40,4
2021-02-25 04:28:40,5
2021-02-25 06:37:40,4
2021-02-25 10:47:40,3
2021-02-25 13:26:40,2
2021-02-25 14:14:40,1
2021-02-25 14:17:40,2
2021-02-25 15:42:40,1
2021-02-25 16:23:40,2
2021-02-25 17:42:40,3
2021-02-25 21:27:40,4
2021-02-25 22:19:40,3
2021-02-26 01:35:40,2
2021-02-26 02:51:40,3
2021-02-26 05:50:40,4
2021-02-26 10:14:40,3
2021-02-26 13:30:40,4
2021-02-26 16:20:40,3
2021-02-26 19:47:40,4
2021-02-26 20:20:40,5
2021-02-26 21:17:40,6
2021-02-26 21:44:40,5
2021-02-26 22:35:40,6
2021-02-26 22:39:40,5
2021-02-27 01:04:40,6
2021-02-27 05:37:40,5
2021-02-27 10:00:40,6
2021-02-27 14:05:40,5
2021-02-27 16:48:40,4
2021-02-27 18:05:40,5
2021-02-27 18:59:40,4
2021-02-27 23:22:40,5
2021-02-28 02:00:40,6
2021-02-28 05:42:40,5
2021-02-28 09:02:40,4
2021-02-28 10:53:40,3
2021-02-28 12:08:40,2
2021-02-28 14:34:40,3
2021-02-28 16:02:40,4
2021-02-28 18:07:40,5
2021-02-28 21:32:40,4
2021-02-28 23:41:40,5
2021-03-01 03:20:40,4
2021-03-01 06:00:40,5
2021-03-01 09:18:40,6
2021-03-01 10:07:40,5
2021-03-01 10:17:40,6
2021-03-01 10:39:40,5
2021-03-01 13:45:40,4
2021-03-01 17:08:40,5
2021-03-01 20:39:40,6
2021-03-01 21:48:40,5
2021-03-02 00:00:40,4
2021-03-02 02:42:40,3
2021-03-02 04:12:40,4
2021-03-02 07:44:40,5
2021-03-02 09:57:40,6
2021-03-02 14:45:40,5
2021-03-02 17:11:40,4
2021-03-02 17:28:40,3
2021-03-02 20:37:40,2
2021-03-02 23:36:40,3
2021-03-03 03:44:40,2
2021-03-03 07:07:40,1
2021-03-03 08:12:40,2
2021-03-03 12:35:40,3
2021-03-03 15:40:40,4
2021-03-03 17:08:40,3
2021-03-03 18:50:40,4
2021-03-03 23:49:40,5
2021-03-04 04:11:40,6
2021-03-04 07:54:40,5
2021-03-04 12:50:40,6
2021-03-04 16:06:40,5
2021-03-04 18:33:40,6
2021-03-04 19:56:40,5
2021-03-04 22:23:40,6
2021-03-05 02:13:40,5
2021-03-05 03:31:40,6
2021-03-05 03:45:40,5
2021-03-05 04:29:40,4
2021-03-05 07:18:40,3
2021-03-05 08:15:40,2
2021-03-05 10:33:40,1
2021-03-05 14:53:40,0
2021-03-05 18:16:40,1
2021-03-05 23:11:40,0
2021-03-06 01:11:40,1
2021-03-06 01:36:40,0
2021-03-06 04:57:40,1
2021-03-06 06:42:40,0
2021-03-06 07:26:40,1
2021-03-06 07:43:40,0
2021-03-06 12:08:40,1
2021-03-06 15:47:40,0
2021-03-06 16:30:40,1
2021-03-06 21:30:40,2
2021-03-07 01:49:40,1
2021-03-07 05:03:40,2
2021-03-07 09:22:40,3
2021-03-07 10:59:40,2
2021-03-07 12:12:40,3
2021-03-07 16:53:40,4
2021-03-07 18:56:40,3
2021-03-07 19:27:40,2
2021-03-07 21:03:40,3
2021-03-07 22:56:40,4
2021-03-08 02:35:40,5
2021-03-08 04:24:40,4
2021-03-08 05:23:40,5
2021-03-08 07:02:40,4
2021-03-08 11:30:40,3
2021-03-08 15:44:40,4
2021-03-08 17:39:40,3
2021-03-08 18:37:40,2
2021-03-08 18:42:40,1
2021-03-08 23:24:40,2
2021-03-09 03:28:40,3
2021-03-09 04:06:40,4
2021-03-09 06:24:40,3
2021-03-09 08:18:40,4
2021-03-09 09:21:40,5
2021-03-09 10:03:40,4
2021-03-09 10:08:40,3
2021-03-09 14:17:40,2
2021-03-09 16:54:40,3
2021-03-09 21:39:40,2
2021-03-09 22:40:40,3
2021-03-10 00:54:40,4
2021-03-10 00:57:40,5
2021-03-10 05:03:40,4
2021-03-10 05:40:40,3
2021-03-10 07:07:40,2
2021-03-10 09:04:40,3
2021-03-10 09:44:40,4
2021-03-10 10:15:40,5
2021-03-10 14:35:40,6
2021-03-10 17:35:40,5
2021-03-10 21:47:40,6
2021-03-11 00:24:40,5
2021-03-11 03:54:40,4
2021-03-11 07:25:40,5
2021-03-11 10:32:40,6
2021-03-11 15:17:40,5
2021-03-11 18:06:40,6
2021-03-11 23:04:40,5
2021-03-12 01:00:40,4
2021-03-12 02:40:40,5
2021-03-12 06:23:40,6
2021-03-12 07:04:40,5
2021-03-12 10:03:40,4
2021-03-12 12:22:40,3
2021-03-12 16:24:40,4
2021-03-12 20:59:40,5
2021-03-12 22:32:40,6
2021-03-13 03:09:40,5
2021-03-13 06:24:40,4
2021-03-13 10:03:40,5
2021-03-13 10:49:40,6
2021-03-13 14:44:40,5
2021-03-13 16:49:40,6
2021-03-13 17:02:40,5
2021-03-13 18:45:40,4
2021-03-13 19:50:40,5
2021-03-14 00:12:40,4
2021-03-14 03:39:40,5
2021-03-14 06:06:40,6
2021-03-14 06:23:40,5
2021-03-14 10:26:40,6
2021-03-14 14:53:40,5
2021-03-14 15:05:40,6
2021-03-14 17:31:40,5
2021-03-14 17:54:40,4
2021-03-14 22:46:40,3
2021-03-15 03:28:40,2
2021-03-15 05:37:40,1
2021-03-15 08:57:40,2
2021-03-15 13:54:40,3
2021-03-15 16:17:40,2
2021-03-15 20:40:40,1
2021-03-15 23:15:40,2
2021-03-16 00:30:40,3
2021-03-16 00:55:40,2
2021-03-16 02:44:40,3
2021-03-16 03:35:40,2
2021-03-16 05:20:40,1
2021-03-16 09:18:40,0
2021-03-16 11:40:40,1
2021-03-16 12:43:40,0
2021-03-16 13:44:40,1
2021-03-16 14:44:40,2
2021-03-16 16:49:40,1
2021-03-16 21:43:40,0
2021-03-17 01:22:40,1
2021-03-17 06:00:40,0
2021-03-17 07:39:40,1
2021-03-17 08:51:40,2
2021-03-17 09:27:40,3
2021-03-17 11:50:40,2
2021-03-17 12:04:40,3
2021-03-17 12:33:40,4
2021-03-17 15:24:40,3
2021-03-17 20:11:40,2
2021-03-18 00:03:40,1
2021-03-18 04:12:40,2
2021-03-18 08:49:40,1
2021-03-18 09:01:40,2
2021-03-18 12:26:40,3
2021-03-18 12:27:40,2
2021-03-18 16:17:40,3
2021-03-18 18:23:40,2
2021-03-18 22:58:40,1
2021-03-19 01:44:40,0
2021-03-19 03:02:40,1
2021-03-19 05:49:40,0
2021-03-19 09:36:40,1
2021-03-19 11:27:40,2
2021-03-19 15:33:40,3
2021-03-19 19:12:40,4
2021-03-19 19:14:40,3
2021-03-19 23:34:40,2
2021-03-20 03:33:40,3
2021-03-20 06:59:40,2
2021-03-20 07:52:40,3
2021-03-20 08:08:40,2
2021-03-20 11:36:40,3
2021-03-20 15:58:40,4
2021-03-20 20:23:40,3
2021-03-20 23:28:40,2
2021-03-21 03:55:40,3
2021-03-21 08:38:40,4
2021-03-21 09:28:40,3
2021-03-21 10:54:40,2
2021-03-21 13:37:40,1
2021-03-21 15:59:40,0
2021-03-21 20:38:40,1
2021-03-21 20:48:40,0
2021-03-22 00:34:40,1
2021-03-22 03:53:40,0
2021-03-22 06:52:40,1
2021-03-22 10:27:40,0
2021-03-22 13:42:40,1
2021-03-22 15:30:40,0
2021-03-22 17:18:40,1
2021-03-22 21:51:40,2
2021-03-22 22:54:40,3
2021-03-22 22:58:40,4
2021-03-23 02:05:40,3
2021-03-23 02:24:40,2
2021-03-23 05:16:40,3
2021-03-23 06:02:40,2
2021-03-23 08:42:40,3
2021-03-23 11:00:40,4
2021-03-23 14:33:40,5
2021-03-23 18:39:40,6
2021-03-23 20:07:40,5
2021-03-24 00:31:40,6
2021-03-24 03:35:40,5
2021-03-24 04:37:40,6
2021-03-24 09:37:40,5
2021-03-24 09:40:40,6
2021-03-24 13:06:40,5
2021-03-24 14:17:40,6
2021-03-24 17:15:40,5
2021-03-24 20:04:40,4
2021-03-24 23:06:40,5
2021-03-25 01:50:40,4
2021-03-25 05:48:40,5
2021-03-25 06:05:40,6
2021-03-25 10:01:40,5
2021-03-25 10:32:40,6
2021-03-25 15:26:40,5
2021-03-25 19:09:40,6
2021-03-25 20:36:40,5
2021-03-25 20:51:40,4
2021-03-25 23:38:40,3
2021-03-26 00:40:40,4
2021-03-26 03:16:40,5
2021-03-26 04:18:40,6
2021-03-26 07:03:40,5
2021-03-26 09:24:40,4
2021-03-26 12:46:40,5
2021-03-26 16:10:40,4
2021-03-26 19:18:40,3
2021-03-27 00:03:40,2
2021-03-27 02:06:40,1
2021-03-27 03:12:40,2
2021-03-27 05:19:40,3
2021-03-27 09:03:40,2
2021-03-27 14:03:40,3
2021-03-27 15:09:40,4
2021-03-27 19:50:40,5
2021-03-28 00:43:40,6
2021-03-28 03:23:40,5
2021-03-28 04:35:40,4
2021-03-28 07:48:40,5
2021-03-28 10:11:40,6
2021-03-28 11:00:40,5
2021-03-28 14:37:40,4
2021-03-28 16:12:40,3
2021-03-28 19:40:40,2
2021-03-28 21:27:40,1
2021-03-29 00:20:40,0
2021-03-29 04:57:40,1
2021-03-29 06:13:40,2
2021-03-29 08:08:40,3
2021-03-29 09:15:40,2
2021-03-29 11:16:40,1
2021-03-29 14:56:40,2
2021-03-29 15:47:40,3
2021-03-29 16:57:40,4
2021-03-29 18:29:40,3
2021-03-29 20:40:40,2
2021-03-29 21:04:40,3
2021-03-30 01:48:40,4
2021-03-30 06:04:40,3
2021-03-30 06:41:40,2
2021-03-30 10:24:40,1
2021-03-30 11:35:40,2
2021-03-30 12:08:40,1
2021-03-30 14:05:40,0
2021-03-30 15:37:40,1
2021-03-30 17:07:40,2
2021-03-30 17:32:40,3
2021-03-30 18:09:40,4
2021-03-30 22:57:40,5
2021-03-31 03:13:40,4
2021-03-31 05:41:40,3
2021-03-31 07:17:40,4
2021-03-31 09:44:40,3
2021-03-31 12:38:40,2
2021-03-31 16:16:40,1
2021-03-31 20:42:40,0
2021-03-31 23:04:40,1
2021-04-01 01:22:40,0
2021-04-01 01:32:40,1
2021-04-01 05:46:40,2
2021-04-01 07:58:40,3
2021-04-01 11:43:40,2
2021-04-01 12:34:40,3
2021-04-01 16:59:40,4
2021-04-01 18:55:40,3
2021-04-01 19:16:40,2
2021-04-01 23:33:40,3
2021-04-02 02:20:40,4
2021-04-02 07:07:40,3
2021-04-02 08:06:40,2
2021-04-02 12:27:40,1
2021-04-02 14:28:40,2
2021-04-02 15:31:40,3
2021-04-02 19:06:40,4
2021-04-02 19:15:40,3
2021-04-02 20:18:40,2
2021-04-02 20:34:40,1
2021-04-02 21:43:40,2
2021-04-03 00:42:40,1
2021-04-03 03:26:40,0
2021-04-03 05:56:40,1
2021-04-03 07:24:40,0
2021-04-03 10:37:40,1
2021-04-03 10:47:40,0
2021-04-03 15:38:40,1
2021-04-03 18:54:40,0
2021-04-03 21:19:40,1
2021-04-03 22:56:40,2
2021-04-04 01:02:40,1
2021-04-04 03:12:40,2
2021-04-04 07:42:40,3
2021-04-04 09:08:40,2
2021-04-04 13:44:40,1
2021-04-04 15:25:40,2
2021-04-04 16:03:40,3
2021-04-04 18:21:40,2
2021-04-04 19:20:40,1
2021-04-04 19:21:40,2
2021-04-04 21:23:40,1
2021-04-04 23:06:40,0
2021-04-04 23:55:40,1
2021-04-05 01:44:40,0
2021-04-05 05:10:40,1
2021-04-05 08:05:40,0
2021-04-05 11:57:40,1
2021-04-05 15:57:40,2
2021-04-05 17:01:40,3
2021-04-05 17:15:40,4
2021-04-05 21:45:40,5
2021-04-06 00:29:40,6
2021-04-06 05:09:40,5
2021-04-06 09:31:40,6
2021-04-06 13:04:40,5
2021-04-06 15:07:40,6
2021-04-06 17:26:40,5
2021-04-06 20:45:40,6
2021-04-06 22:35:40,5
2021-04-07 00:34:40,4
2021-04-07 02:48:40,5
2021-04-07 06:21:40,6
2021-04-07 10:21:40,5
2021-04-07 11:47:40,6
2021-04-07 16:30:40,5
2021-04-07 19:17:40,6
2021-04-07 19:31:40,5
2021-04-07 21:43:40,4
2021-04-08 02:04:40,3
2021-04-08 04:22:40,4
2021-04-08 08:56:40,3
2021-04-08 13:17:40,4
2021-04-08 16:44:40,3
2021-04-08 19:37:40,4
2021-04-08 20:02:40,5
2021-04-08 22:10:40,6
2021-04-09 02:45:40,5
2021-04-09 06:34:40,4
2021-04-09 10:19:40,3
2021-04-09 14:33:40,2
2021-04-09 15:49:40,1
2021-04-09 18:43:40,0
2021-04-09 19:07:40,1
2021-04-09 21:44:40,2
2021-04-10 02:28:40,3
2021-04-10 06:04:40,4
2021-04-10 08:27:40,3
2021-04-10 10:21:40,4
2021-04-10 14:15:40,5
2021-04-10 17:28:40,4
2021-04-10 21:29:40,5
2021-04-11 01:12:40,6
2021-04-11 06:07:40,5
2021-04-11 07:44:40,6
2021-04-11 09:12:40,5
2021-04-11 13:24:40,4
2021-04-11 14:41:40,5
2021-04-11 19:07:40,4
2021-04-11 20:06:40,3
2021-04-11 23:56:40,4
2021-04-12 03:19:40,5
2021-04-12 07:36:40,6
2021-04-12 10:02:40,5
2021-04-12 13:45:40,4
2021-04-12 13:49:40,5
2021-04-12 17:50:40,6
2021-04-12 20:15:40,5
2021-04-13 00:33:40,4
2021-04-13 01:21:40,5
2021-04-13 05:13:40,6
2021-04-13 09:55:40,5
2021-04-13 11:43:40,4
2021-04-13 12:52:40,5
2021-04-13 16:44:40,4
2021-04-13 21:25:40,3
2021-04-14 01:33:40,2
2021-04-14 05:47:40,1
2021-04-14 08:20:40,0
2021-04-14 12:11:40,1
2021-04-14 14:22:40,2
2021-04-14 14:29:40,3
2021-04-14 16:27:40,2
2021-04-14 19:29:40,3
2021-04-14 21:27:40,2
2021-04-14 21:52:40,3
2021-04-14 23:56:40,2
2021-04-15 00:33:40,1
2021-04-15 05:23:40,0
2021-04-15 05:25:40,1
2021-04-15 06:51:40,0
2021-04-15 08:05:40,1
2021-04-15 11:36:40,0
2021-04-15 15:22:40,1
2021-04-15 17:55:40,0
2021-04-15 19:18:40,1
2021-04-15 19:42:40,0
2021-04-15 23:58:40,1
2021-04-16 00:25:40,2
2021-04-16 04:37:40,3
2021-04-16 09:20:40,2
2021-04-16 10:02:40,1
2021-04-16 14:31:40,2
2021-04-16 18:37:40,1
2021-04-16 22:55:40,2
2021-04-17 02:17:40,1
2021-04-17 04:08:40,0
2021-04-17 08:03:40,1
2021-04-17 08:12:40,2
2021-04-17 12:07:40,1
2021-04-17 12:54:40,0
2021-04-17 16:19:40,1
2021-04-17 19:45:40,2
2021-04-17 21:36:40,3
2021-04-17 22:39:40,2
2021-04-18 02:14:40,3
2021-04-18 03:41:40,4
2021-04-18 07:39:40,5
2021-04-18 11:22:40,4
2021-04-18 12:02:40,3
2021-04-18 12:21:40,4
2021-04-18 14:20:40,5
2021-04-18 18:41:40,6
2021-04-18 21:37:40,5
2021-04-19 00:06:40,6
2021-04-19 03:45:40,5
2021-04-19 07:22:40,6
2021-04-19 07:50:40,5
2021-04-19 09:52:40,4
2021-04-19 10:28:40,5
2021-04-19 14:08:40,6
2021-04-19 16:21:40,5
2021-04-19 18:45:40,4
2021-04-19 23:33:40,5
2021-04-20 01:53:40,4
2021-04-20 04:07:40,5
2021-04-20 05:06:40,6
2021-04-20 09:15:40,5
2021-04-20 12:45:40,6
2021-04-20 15:12:40,5
2021-04-20 16:29:40,6
2021-04-20 16:44:40,5
2021-04-20 21:15:40,4
2021-04-20 22:36:40,3
2021-04-21 03:07:40,2
2021-04-21 05:34:40,3
2021-04-21 08:03:40,4
2021-04-21 12:11:40,5
2021-04-21 16:37:40,4
2021-04-21 19:42:40,5
2021-04-22 00:09:40,4
2021-04-22 03:03:40,3
